mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_bootstrap;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0.003348636627197266;5.068005137614657e-05;0.0;0.0;True;20;auto;2;10;100;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};;;;;;;;163
0.003382253646850586;5.3430108923779794e-05;0.0;0.0;True;20;auto;2;10;200;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};;;;;;;;163
0.0034592151641845703;0.00010603061530657365;0.0;0.0;True;20;auto;2;10;300;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300};;;;;;;;163
0.0034680843353271486;0.00012404058766808914;0.0;0.0;True;20;auto;4;2;100;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};;;;;;;;163
0.003362274169921875;1.3595797261960402e-05;0.0;0.0;True;20;auto;4;2;200;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};;;;;;;;163
0.0034192085266113283;1.8565077758627055e-05;0.0;0.0;True;20;auto;4;2;300;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300};;;;;;;;163
0.003382968902587891;7.712778757424669e-05;0.0;0.0;True;20;auto;4;5;100;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};;;;;;;;163
0.0034180164337158205;4.079380208007693e-05;0.0;0.0;True;20;auto;4;5;200;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};;;;;;;;163
0.003412294387817383;7.05450561093807e-05;0.0;0.0;True;20;auto;4;5;300;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300};;;;;;;;163
0.003402090072631836;4.594557998296008e-05;0.0;0.0;True;20;auto;4;10;100;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};;;;;;;;163
0.0033588409423828125;4.627900534624231e-05;0.0;0.0;True;20;auto;4;10;200;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};;;;;;;;163
0.0033635616302490233;6.717083713169234e-05;0.0;0.0;True;20;auto;4;10;300;{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300};;;;;;;;163
7.966837310791016;0.01638718924476284;0.45530052185058595;0.016966851015406834;True;20;sqrt;1;2;100;{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.7032772934007501;0.7036869875892567;0.7109085465598712;0.7100921036094929;0.6972274057214974;0.7050384673761736;0.0050187246260559966;81
15.873024559020996;0.07343092070684597;0.9010173797607421;0.020131611191763234;True;20;sqrt;1;2;200;{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};0.7047560782849602;0.7046140421731795;0.7104826718314803;0.7114929400517895;0.6979886473444366;0.7058668759371691;0.004854443712382576;71
23.811656665802;0.06093396764836533;1.3565296173095702;0.01985565411228353;True;20;sqrt;1;2;300;{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300};0.7059177766378105;0.704998270348606;0.7124816746469126;0.7113499468006486;0.6979215806041658;0.7065338498076287;0.005205384554928405;58
6.968442010879516;0.059181389496538346;0.3898467540740967;0.007097796143086075;True;20;sqrt;1;5;100;{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.70576589669861;0.7059670431456799;0.7114266103734314;0.7122804272020651;0.6995007257209572;0.7069881406281487;0.004610991501720132;44
14.110026168823243;0.08692561706936866;0.7858949661254883;0.025890196001840733;True;20;sqrt;1;5;200;{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};0.7076750710921034;0.7061702769016306;0.7124959719262138;0.7120337702320627;0.6997350966510802;0.7076220373606181;0.004637518298431051;19
21.086369132995607;0.14340959596665476;1.1886595726013183;0.024498710473198817;True;20;sqrt;1;5;300;{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300};0.7073496931414578;0.706685549463834;0.7132867457988057;0.7132494780423192;0.700084927584495;0.7081312788061823;0.004903459611298934;10
6.409240579605102;0.05436313679077364;0.3377813816070557;0.003427017083048305;True;20;sqrt;1;10;100;{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.7066788758630472;0.7045104506420994;0.709746222510047;0.7097381403697272;0.699552624507691;0.7060452627785223;0.0038012080550489935;68
12.70791597366333;0.030600108132720148;0.6815489292144775;0.014205443365387349;True;20;sqrt;1;10;200;{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};0.7068314455055085;0.7065674139820313;0.7115751196096959;0.7120886630875266;0.6991197348772438;0.7072364754124012;0.004666063180959119;34
19.340794134140015;0.07384363828105245;1.014925479888916;0.02168306367547641;True;20;sqrt;1;10;300;{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300};0.7072417946833653;0.707187036560684;0.7110403112635492;0.7120522719709551;0.7001477884644991;0.7075338405886106;0.004182604178638194;21
